,Y
019_S_4285,0.5
019_S_4285.1,0.600000000000001
019_S_4285.2,-2.16
129_S_4287,1.28
129_S_4287.1,2.97000000000001
129_S_4287.2,3.01000000000001
003_S_4288,-3.79
029_S_4290,3.06
029_S_4290.1,0.41
029_S_4290.2,2.09
022_S_4291,-0.439999999999998
022_S_4291.1,-1.62
022_S_4291.2,-0.379999999999995
941_S_4292,0.0700000000000003
941_S_4292.1,-0.25
941_S_4292.2,0.229999999999997
941_S_4292.3,-0.120000000000005
019_S_4293,-1.03
019_S_4293.1,-1.11
019_S_4293.2,-1.05
130_S_4294,0.969999999999999
130_S_4294.1,0.239999999999998
130_S_4294.2,-1.33
153_S_4297,0.900000000000002
153_S_4297.1,-0.579999999999998
137_S_4299,-0.670000000000002
137_S_4299.1,-0.0600000000000023
137_S_4299.2,-0.470000000000006
073_S_4300,-1.09
073_S_4300.1,0.390000000000001
073_S_4300.2,-1.43
127_S_4301,-0.00999999999999801
127_S_4301.1,-0.0599999999999987
037_S_4302,-0.150000000000006
037_S_4302.1,1.62
037_S_4302.2,-0.230000000000004
137_S_4303,-0.719999999999999
137_S_4303.1,-1.21
137_S_4303.2,-2.11
029_S_4307,-1.41
029_S_4307.1,-2.5
037_S_4308,-1.35
037_S_4308.1,-1.72
135_S_4309,0.119999999999997
135_S_4309.1,-0.360000000000007
135_S_4309.2,0.449999999999996
067_S_4310,-0.209999999999994
067_S_4310.1,-0.029999999999994
067_S_4310.2,-0.789999999999999
073_S_4311,0.199999999999999
073_S_4311.1,0.0300000000000011
073_S_4311.2,0.460000000000001
073_S_4312,-0.589999999999996
073_S_4312.1,-0.240000000000002
018_S_4313,-0.879999999999995
018_S_4313.1,-0.939999999999998
018_S_4313.2,-0.799999999999997
022_S_4320,-0.0600000000000023
022_S_4320.1,-0.850000000000001
022_S_4320.2,0.399999999999999
022_S_4320.3,-1.98
009_S_4324,-2.43
009_S_4324.1,-1.68
009_S_4324.2,-2.19
009_S_4324.3,-3.37
029_S_4327,0.789999999999999
029_S_4327.1,-3.49
014_S_4328,1.48
014_S_4328.1,-0.0400000000000063
014_S_4328.2,0.309999999999995
137_S_4331,-1.12
137_S_4331.1,-1.54
137_S_4331.2,-1.3
068_S_4332,-0.759999999999998
021_S_4335,1.51
021_S_4335.1,1.73
021_S_4335.2,0.0900000000000034
009_S_4337,0.659999999999997
009_S_4337.1,-0.740000000000002
009_S_4337.2,0.43
116_S_4338,0.430000000000003
116_S_4338.1,0.920000000000002
116_S_4338.2,0.600000000000001
082_S_4339,-0.590000000000003
082_S_4339.1,-0.399999999999999
082_S_4339.2,-0.980000000000004
068_S_4340,0.949999999999996
068_S_4340.1,1.02
130_S_4343,0.00999999999999801
130_S_4343.1,-1.42
130_S_4343.2,-2.5
006_S_4346,-0.149999999999999
006_S_4346.1,-0.299999999999997
006_S_4346.2,-2.28
032_S_4348,0.529999999999994
018_S_4349,1.66
018_S_4349.1,-0.280000000000001
137_S_4351,4.23
137_S_4351.1,1.41999999999999
137_S_4351.2,0.25
130_S_4352,1.11
130_S_4352.1,0.730000000000004
130_S_4352.2,-0.589999999999996
016_S_4353,1.95
003_S_4354,-0.0799999999999983
003_S_4354.1,-1.98
135_S_4356,0.390000000000001
135_S_4356.1,0.640000000000001
135_S_4356.2,-0.619999999999997
135_S_4356.3,0.630000000000003
006_S_4357,1.85
006_S_4357.1,0.869999999999997
006_S_4357.2,0.0499999999999972
009_S_4359,0.560000000000002
009_S_4359.1,0.460000000000001
009_S_4359.2,-0.0300000000000011
009_S_4359.3,-1.24
073_S_4360,-1.01000000000001
073_S_4360.1,-1.25
073_S_4360.2,-0.790000000000006
006_S_4363,-1.01000000000001
006_S_4363.1,-1.15000000000001
006_S_4363.2,-0.920000000000002
941_S_4365,1.35
941_S_4365.1,1.38
941_S_4365.2,0.439999999999998
011_S_4366,-0.380000000000003
011_S_4366.1,-0.77
011_S_4366.2,-2.07
019_S_4367,1.38
019_S_4367.1,0.969999999999999
019_S_4367.2,0.579999999999998
129_S_4369,4.02
129_S_4369.1,4.01000000000001
129_S_4371,-2.04
129_S_4371.1,-0.640000000000001
129_S_4371.2,-0.370000000000001
129_S_4371.3,-2.8
153_S_4372,1.57
153_S_4372.1,0.549999999999997
153_S_4372.2,1.26
941_S_4376,-1.79
941_S_4376.1,-0.280000000000001
941_S_4376.2,-1.98999999999999
941_S_4376.3,0.0100000000000051
941_S_4377,-0.859999999999999
941_S_4377.1,-1.22
941_S_4377.2,-0.949999999999999
114_S_4379,-0.739999999999998
114_S_4379.1,-0.829999999999998
037_S_4381,1.36
037_S_4381.1,1.3
037_S_4381.2,0.710000000000001
073_S_4382,-3.04000000000001
073_S_4382.1,-1.09
073_S_4382.2,-2.5
072_S_4383,-0.340000000000003
072_S_4383.1,0.269999999999996
072_S_4383.2,-0.670000000000002
029_S_4384,-4.14
029_S_4384.1,-2.3
029_S_4385,-2.96
029_S_4385.1,-4.6
032_S_4386,-0.5
032_S_4386.1,-1.07
007_S_4387,-1.86
007_S_4387.1,-1.86
009_S_4388,0.710000000000001
009_S_4388.1,2.55
009_S_4388.2,1.22
072_S_4390,0.519999999999996
072_S_4390.1,0.309999999999995
072_S_4390.2,0.420000000000002
072_S_4391,1.09
072_S_4391.1,0.399999999999999
072_S_4391.2,-0.450000000000003
024_S_4392,0.490000000000002
024_S_4392.1,1.62
024_S_4392.2,0.949999999999999
024_S_4392.3,-0.0399999999999991
073_S_4393,-1.57
073_S_4393.1,-1.65
073_S_4393.2,-2.16999999999999
072_S_4394,-0.440000000000005
072_S_4394.1,-1.39
013_S_4395,0.460000000000001
013_S_4395.1,-0.590000000000003
129_S_4396,-1.39
129_S_4396.1,0.160000000000004
018_S_4399,0.609999999999999
018_S_4399.1,-1.46
018_S_4400,-0.980000000000004
018_S_4400.1,-0.57
018_S_4400.2,0.93
014_S_4401,0.950000000000003
014_S_4401.1,1.14
014_S_4401.2,1.24
021_S_4402,-2.11
021_S_4402.1,-1.63
073_S_4403,1.03
114_S_4404,-1.56
114_S_4404.1,-2.23
114_S_4404.2,-4.03
130_S_4405,1.84
130_S_4405.1,-0.240000000000002
135_S_4406,-2.59999999999999
135_S_4406.1,-0.75
135_S_4406.2,0.130000000000003
136_S_4408,0.649999999999999
037_S_4410,-1.23
037_S_4410.1,-2.35
037_S_4410.2,-2.77
037_S_4410.3,-2.36
035_S_4414,-0.740000000000002
035_S_4414.1,-2.25
035_S_4414.2,-6.65
130_S_4417,0.449999999999996
130_S_4417.1,0.0599999999999952
130_S_4417.2,-2.72000000000001
021_S_4419,1.9
021_S_4419.1,0.519999999999996
021_S_4419.2,-0.910000000000004
941_S_4420,-0.700000000000003
941_S_4420.1,-1.42
941_S_4420.2,-0.810000000000002
021_S_4421,2.41
021_S_4421.1,3.87
021_S_4421.2,0.140000000000001
129_S_4422,-1.37
129_S_4422.1,-1.93
129_S_4422.2,-1.73999999999999
141_S_4423,0.269999999999996
141_S_4423.1,-0.0500000000000043
068_S_4424,-1.76
068_S_4424.1,-0.100000000000001
141_S_4426,-1.22
141_S_4426.1,-1.77
141_S_4426.2,-2.21
041_S_4427,2.3
082_S_4428,-0.460000000000001
082_S_4428.1,-0.670000000000002
082_S_4428.2,0.0399999999999991
032_S_4429,-0.289999999999999
032_S_4429.1,0.0200000000000031
032_S_4429.2,-0.469999999999999
032_S_4429.3,0.0399999999999991
036_S_4430,-1.92
136_S_4433,-2.2
094_S_4434,-0.980000000000004
094_S_4434.1,-1.75
094_S_4434.2,-4.14
141_S_4438,-0.25
141_S_4438.1,-0.75
003_S_4441,-1.79000000000001
073_S_4443,-1.47
073_S_4443.1,-1.14
073_S_4443.2,-1.85
022_S_4444,1.37
022_S_4444.1,-0.0899999999999999
022_S_4444.2,0.439999999999998
022_S_4444.3,-0.82
072_S_4445,0.43
072_S_4445.1,-0.730000000000004
135_S_4446,1.87
135_S_4446.1,-0.920000000000002
135_S_4446.2,1
002_S_4447,-0.369999999999997
002_S_4447.1,0.240000000000002
002_S_4447.2,-0.520000000000003
023_S_4448,-0.939999999999998
023_S_4448.1,-0.839999999999996
023_S_4448.2,0.290000000000006
023_S_4448.3,-0.0899999999999963
006_S_4449,0.910000000000004
006_S_4449.1,0.0200000000000031
006_S_4449.2,0.140000000000001
116_S_4453,-1.45
116_S_4453.1,-0.329999999999998
116_S_4453.2,-1.27
116_S_4453.3,-2.3
109_S_4455,-0.729999999999997
109_S_4455.1,-0.469999999999999
109_S_4455.2,1.61000000000001
141_S_4456,-0.539999999999999
141_S_4456.1,0.43
126_S_4458,-1.54
126_S_4458.1,-1.4
126_S_4458.2,1.68
072_S_4462,-1.43
072_S_4462.1,-1.79
072_S_4462.2,-2.15
099_S_4463,-0.0399999999999991
099_S_4463.1,-0.82
035_S_4464,0.799999999999997
035_S_4464.1,1.09
035_S_4464.2,0.169999999999995
072_S_4465,-1.26
072_S_4465.1,0.879999999999995
072_S_4465.2,0.0899999999999963
137_S_4466,-0.520000000000003
137_S_4466.1,-0.600000000000001
137_S_4466.2,-0.82
007_S_4467,-1.78
007_S_4467.1,-1.9
007_S_4467.2,-4.65
100_S_4469,0.170000000000002
100_S_4469.1,-1.18
002_S_4473,-1.94
002_S_4473.1,-2.05
002_S_4473.2,-2
031_S_4474,-0.460000000000001
031_S_4474.1,-1.3
099_S_4475,1.64
099_S_4475.1,2.54
099_S_4475.2,-0.209999999999997
031_S_4476,1.7
031_S_4476.1,1.6
031_S_4476.2,0.289999999999999
019_S_4477,-0.939999999999998
019_S_4477.1,-0.809999999999999
019_S_4477.2,-0.98
099_S_4480,-0.690000000000005
099_S_4480.1,-0.539999999999999
099_S_4480.2,-1.17
137_S_4482,-0.57
137_S_4482.1,-1.52
137_S_4482.2,-1.3
116_S_4483,-1.08
116_S_4483.1,-1.62
116_S_4483.2,-1.87
006_S_4485,1.08
006_S_4485.1,-1.68
006_S_4485.2,-0.57
007_S_4488,-1.76
007_S_4488.1,-2.1
007_S_4488.2,-1.33
135_S_4489,-1.88
135_S_4489.1,-1.90000000000001
135_S_4489.2,-2.58000000000001
135_S_4489.3,-1.78
036_S_4491,0.0400000000000063
036_S_4491.1,-0.0699999999999932
036_S_4491.2,-1.04
036_S_4491.3,-1.70999999999999
126_S_4494,-4.48
031_S_4496,1.74
031_S_4496.1,0.780000000000001
031_S_4496.2,1.57
099_S_4498,0.539999999999999
099_S_4498.1,-0.75
099_S_4498.2,-1.14
109_S_4499,0.369999999999997
109_S_4499.1,-0.440000000000005
127_S_4500,-0.200000000000003
127_S_4500.1,1.21
023_S_4501,-1.7
023_S_4501.1,-1.52
094_S_4503,-0.859999999999999
094_S_4503.1,-1.09999999999999
033_S_4505,0.0199999999999996
033_S_4505.1,-0.450000000000003
098_S_4506,-0.560000000000002
098_S_4506.1,-1.36
126_S_4507,-0.590000000000003
126_S_4507.1,-2.55
126_S_4507.2,-1.05
041_S_4510,1.55
041_S_4510.1,-1.34999999999999
041_S_4510.2,-1.94
041_S_4510.3,-2.22
041_S_4513,0.529999999999994
041_S_4513.1,-0.120000000000005
126_S_4514,-0.560000000000002
126_S_4514.1,-0.109999999999999
126_S_4514.2,0.019999999999996
006_S_4515,-0.330000000000002
006_S_4515.1,-1.04
006_S_4515.2,-1.14
007_S_4516,-0.609999999999999
007_S_4516.1,-2.39
007_S_4516.2,-0.439999999999998
002_S_4521,-0.120000000000005
002_S_4521.1,0.780000000000001
002_S_4521.2,-2.09
072_S_4522,-2.15
072_S_4522.1,-0.539999999999999
072_S_4522.2,-2.33
123_S_4526,1
123_S_4526.1,-1.5
123_S_4526.2,-2.37
123_S_4526.3,-3.07
009_S_4530,-2.47
009_S_4530.1,-0.920000000000002
072_S_4539,-0.149999999999999
072_S_4539.1,-0.579999999999998
072_S_4539.2,-0.829999999999998
073_S_4540,0
130_S_4542,0.880000000000003
130_S_4542.1,-1.79
012_S_4545,-2.38
012_S_4545.1,-1.52
012_S_4545.2,-1.35
006_S_4546,-2.28
006_S_4546.1,-2.17
011_S_4547,-0.199999999999996
011_S_4547.1,-1.23
011_S_4547.2,-0.899999999999999
019_S_4548,0.859999999999999
019_S_4549,-1.32
019_S_4549.1,-0.859999999999999
019_S_4549.2,-1.16
073_S_4552,-1.14
128_S_4553,-1.2
128_S_4553.1,0.119999999999997
073_S_4559,0.359999999999999
073_S_4559.1,-0.859999999999999
073_S_4559.2,-0.450000000000003
036_S_4562,-1.21
036_S_4562.1,-0.579999999999998
036_S_4562.2,-1.82
099_S_4565,0.0700000000000003
099_S_4565.1,0.140000000000001
099_S_4565.2,-1.32
135_S_4566,0.410000000000004
135_S_4566.1,1.12
135_S_4566.2,0.0799999999999983
135_S_4566.3,-1.25
128_S_4571,-0.0500000000000043
128_S_4571.1,-1.08000000000001
014_S_4576,-1.56
014_S_4576.1,-1.90000000000001
014_S_4576.2,-1.2
014_S_4577,-0.300000000000004
014_S_4577.1,-4.18
053_S_4578,1.13
053_S_4578.1,-0.68
053_S_4578.2,0.460000000000001
035_S_4582,-1.36
035_S_4582.1,-2.35
130_S_4589,-0.390000000000001
130_S_4589.1,-0.269999999999996
031_S_4590,0.380000000000003
031_S_4590.1,-0.600000000000001
016_S_4591,-0.460000000000001
016_S_4591.1,0.350000000000001
016_S_4591.2,-2.39
013_S_4595,-0.52
013_S_4595.1,0.360000000000003
013_S_4595.2,0.0199999999999996
137_S_4596,0.280000000000001
137_S_4596.1,0.360000000000003
137_S_4596.2,0.710000000000001
137_S_4596.3,-0.189999999999998
018_S_4597,1.03
018_S_4597.1,0.0300000000000011
135_S_4598,-0.450000000000003
135_S_4598.1,0.890000000000001
135_S_4598.2,0.390000000000001
128_S_4599,-1.36000000000001
128_S_4599.1,-4
127_S_4604,-0.939999999999998
127_S_4604.1,0.310000000000002
130_S_4605,-0.300000000000004
130_S_4605.1,0.18
128_S_4607,0.800000000000004
007_S_4611,-2.76
007_S_4611.1,-5.23
007_S_4611.2,-1.66
009_S_4612,-0.109999999999999
072_S_4613,1.01
072_S_4613.1,0.979999999999997
072_S_4613.2,0.809999999999995
007_S_4620,0
007_S_4620.1,-1.77
007_S_4620.2,-0.810000000000002
153_S_4621,2.01
116_S_4625,1.64
116_S_4625.1,-0.380000000000003
116_S_4635,-1.48999999999999
116_S_4635.1,1.83000000000001
128_S_4636,0.0799999999999983
128_S_4636.1,-1.35
130_S_4641,-0.729999999999997
130_S_4641.1,0.660000000000004
012_S_4643,-0.700000000000003
012_S_4643.1,-2.59
127_S_4645,-1.36
127_S_4645.1,-0.100000000000001
135_S_4657,-1.3
135_S_4657.1,-0.460000000000001
135_S_4657.2,-1.77
021_S_4659,-0.609999999999999
021_S_4659.1,-2.51
130_S_4660,-0.359999999999999
130_S_4660.1,1.35
014_S_4668,-0.599999999999994
014_S_4668.1,-1.27999999999999
014_S_4668.2,-2.19
137_S_4672,-1.06
137_S_4672.1,-1.77
137_S_4672.2,-1.79
135_S_4676,-1.26
135_S_4676.1,-0.879999999999999
135_S_4676.2,-2.26
126_S_4686,-1.12
126_S_4686.1,-1.43
126_S_4686.2,-2.23
070_S_4692,0.630000000000003
018_S_4696,-0.130000000000003
018_S_4696.1,-0.43
005_S_4707,0.239999999999998
005_S_4707.1,0.27
